,0
Capacity,0.778565395814194
Hour,0.08715943468808661
DayOfWeek,0.07867798733481929
IsWeekend,0.03133506497977172
QueueLength,0.01966689091407777
IsSpecialDay,0.002763080041645079
VehicleType_truck,0.00039235073513614144
TrafficConditionNearby_low,0.00038501103174348294
TrafficConditionNearby_high,0.00037566129593488105
VehicleType_car,0.00035804873062423583
VehicleType_cycle,0.0003210744339666551
